YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,CC10/DT26,8733,5607
2024-02,WEEKDAY,11,TRAIN,CC10/DT26,13872,9416
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,NS3,11619,6658
2024-02,WEEKDAY,11,TRAIN,NS3,19664,11835
2024-02,WEEKDAY,12,TRAIN,CC28,2871,2100
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,CC28,1663,1296
2024-02,WEEKDAY,23,TRAIN,SW5,870,3962
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,SW5,486,1887
2024-02,WEEKDAY,7,TRAIN,NS12,61931,16620
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,NS12,6102,2797
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,NS21/DT11,22139,21894
2024-02,WEEKDAY,9,TRAIN,NS21/DT11,71397,78712
2024-02,WEEKDAY,8,TRAIN,NS18,40500,19681
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,NS18,6289,2567
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,NE14,1061,89
2024-02,WEEKDAY,5,TRAIN,NE14,7029,1137
2024-02,WEEKDAY,6,TRAIN,CC19/DT9,2981,4778
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,CC19/DT9,420,885
2024-02,WEEKDAY,22,TRAIN,CC25,3000,4028
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,CC25,1074,1887
2024-02,WEEKDAY,20,TRAIN,BP3,1997,7134
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,BP3,937,2217
2024-02,WEEKDAY,21,TRAIN,BP6/DT1,23036,49604
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,BP6/DT1,10200,23120
2024-02,WEEKDAY,19,TRAIN,BP12,1535,5995
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,BP12,624,808
2024-02,WEEKDAY,21,TRAIN,BP10,1105,4554
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,BP10,514,1659
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,BP12,1053,230
2024-02,WEEKDAY,7,TRAIN,BP12,12806,7916
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,EW21/CC22,6777,5429
2024-02,WEEKDAY,20,TRAIN,EW21/CC22,30210,15237
2024-02,WEEKDAY,7,TRAIN,EW20,25749,26963
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,EW20,3422,2995
2024-02,WEEKDAY,18,TRAIN,CC26,21826,7388
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,CC26,1204,2359
2024-02,WEEKDAY,11,TRAIN,NE11,11038,10071
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,NE11,6849,5833
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,CC16,3658,3063
2024-02,WEEKDAY,17,TRAIN,CC16,19451,10216
2024-02,WEEKDAY,10,TRAIN,CC24,13581,37814
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,CC24,1811,2994
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,EW26,18526,7749
2024-02,WEEKDAY,11,TRAIN,EW26,27613,11221
2024-02,WEEKDAY,8,TRAIN,PW3,3516,2148
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,PW3,684,720
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,EW11,4732,7803
2024-02,WEEKDAY,22,TRAIN,EW11,11040,16641
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,EW15,825,2763
2024-02,WEEKDAY,6,TRAIN,EW15,4114,25880
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,PW6,54,395
2024-02,WEEKDAY,23,TRAIN,PW6,67,703
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,EW5,9172,5640
2024-02,WEEKDAY,7,TRAIN,EW5,69131,32455
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,SE5,1069,1355
2024-02,WEEKDAY,18,TRAIN,SE5,4541,5905
2024-02,WEEKDAY,22,TRAIN,NE13,8520,21279
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,NE13,3681,9030
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,BP4,779,431
2024-02,WEEKDAY,8,TRAIN,BP4,4577,20997
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,DT5,9905,5613
2024-02,WEEKDAY,11,TRAIN,DT5,12158,8646
2024-02,WEEKDAY,6,TRAIN,BP9,4814,1542
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,BP9,482,175
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,CC7,2345,2199
2024-02,WEEKDAY,8,TRAIN,CC7,13953,14575
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,NS27/CE2/TE20,1617,3219
2024-02,WEEKDAY,12,TRAIN,NS27/CE2/TE20,6084,4611
2024-02,WEEKDAY,14,TRAIN,EW3,16764,17533
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,EW3,8132,7782
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,PE6,744,448
2024-02,WEEKDAY,6,TRAIN,PE6,9340,2404
2024-02,WEEKDAY,7,TRAIN,CC11,13552,50827
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,CC11,3155,4938
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,PW3,831,473
2024-02,WEEKDAY,12,TRAIN,PW3,1400,899
2024-02,WEEKDAY,15,TRAIN,EW20,12049,10117
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,EW20,4837,4970
2024-02,WEEKDAY,13,TRAIN,EW27,34735,39337
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,EW27,23156,20682
2024-02,WEEKDAY,13,TRAIN,EW15,34611,37069
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,EW15,9997,9904
2024-02,WEEKDAY,12,TRAIN,DT30,6558,4015
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,DT30,4162,2512
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,NS9/TE2,18730,14878
2024-02,WEEKDAY,8,TRAIN,NS9/TE2,114065,65825
2024-02,WEEKDAY,5,TRAIN,NE7/DT12,1207,231
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,NE7/DT12,140,23
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,TE15,3190,5191
2024-02,WEEKDAY,11,TRAIN,TE15,5447,7677
2024-02,WEEKDAY,18,TRAIN,BP8,3837,4278
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,BP8,814,913
2024-02,WEEKDAY,0,TRAIN,NE4/DT19,2439,1421
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,NE4/DT19,183,577
2024-02,WEEKDAY,16,TRAIN,DT18,17002,7092
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,DT18,2650,2202
2024-02,WEEKDAY,8,TRAIN,BP9,5005,2731
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,BP9,1073,742
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,CC8,4371,3996
2024-02,WEEKDAY,13,TRAIN,CC8,9021,7522
2024-02,WEEKDAY,12,TRAIN,BP6/DT1,33457,28657
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,BP6/DT1,21395,16074
2024-02,WEEKDAY,7,TRAIN,CC10/DT26,28668,21893
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,CC10/DT26,3983,2874
2024-02,WEEKDAY,9,TRAIN,NS24/NE6/CC1,13106,44246
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,NS24/NE6/CC1,4808,12913
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,EW1,13645,11373
2024-02,WEEKDAY,13,TRAIN,EW1,22858,20549
2024-02,WEEKDAY,13,TRAIN,EW16/NE3/TE17,31317,43089
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,EW16/NE3/TE17,11434,9869
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,BP3,2441,1625
2024-02,WEEKDAY,12,TRAIN,BP3,4115,2728
2024-02,WEEKDAY,6,TRAIN,NE4/DT19,9788,15585
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,NE4/DT19,2511,3850
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,NE15,10770,3942
2024-02,WEEKDAY,9,TRAIN,NE15,35480,7757
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,SW1,1135,1477
2024-02,WEEKDAY,12,TRAIN,SW1,3487,4134
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,PW3,391,1143
2024-02,WEEKDAY,21,TRAIN,PW3,990,2155
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,NE13,11075,12111
2024-02,WEEKDAY,18,TRAIN,NE13,33052,58552
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,PE7,2443,827
2024-02,WEEKDAY,9,TRAIN,PE7,5666,2438
2024-02,WEEKDAY,15,TRAIN,CC28,2057,2884
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,CC28,1400,1444
2024-02,WEEKDAY,8,TRAIN,CC28,6159,4538
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,CC28,1179,865
2024-02,WEEKDAY,18,TRAIN,EW23,105275,125368
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,EW23,22893,26408
2024-02,WEEKDAY,12,TRAIN,PE6,8033,6052
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,PE6,4129,2917
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,PE4,238,67
2024-02,WEEKDAY,6,TRAIN,PE4,2977,535
2024-02,WEEKDAY,17,TRAIN,CC3,15462,7620
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,CC3,5860,5616
2024-02,WEEKDAY,7,TRAIN,CC5,2781,4821
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,CC5,594,584
2024-02,WEEKDAY,17,TRAIN,SW8,4419,2968
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,SW8,982,834
2024-02,WEEKDAY,11,TRAIN,EW19,15467,9022
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,EW19,8964,5209
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,CC7,664,1631
2024-02,WEEKDAY,23,TRAIN,CC7,2265,3499
2024-02,WEEKDAY,18,TRAIN,BP4,4656,5435
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,BP4,836,893
2024-02,WEEKDAY,20,TRAIN,DT13,13751,9294
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,DT13,5223,4502
2024-02,WEEKDAY,9,TRAIN,NE4/DT19,25168,77852
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,NE4/DT19,9784,19965
2024-02,WEEKDAY,11,TRAIN,CC21,7362,13098
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,CC21,4032,5857
2024-02,WEEKDAY,22,TRAIN,SE4,815,3664
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,SE4,452,1424
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,EW10,4848,7684
2024-02,WEEKDAY,21,TRAIN,EW10,6886,17318
2024-02,WEEKDAY,17,TRAIN,SW1,7204,3732
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,SW1,1023,1147
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,CC12,774,353
2024-02,WEEKDAY,6,TRAIN,CC12,7540,9343
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,CG1/DT35,9300,7345
2024-02,WEEKDAY,15,TRAIN,CG1/DT35,15327,8211
2024-02,WEEKDAY,9,TRAIN,CC10/DT26,19577,27861
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,CC10/DT26,6614,5605
2024-02,WEEKDAY,6,TRAIN,EW9,32890,10171
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,EW9,8392,1789
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,NS14,12380,4858
2024-02,WEEKDAY,7,TRAIN,NS14,112961,38300
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,EW18,8423,6087
2024-02,WEEKDAY,10,TRAIN,EW18,15902,12544
2024-02,WEEKDAY,15,TRAIN,CC12,10237,6082
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,CC12,2626,2509
2024-02,WEEKDAY,13,TRAIN,SW1,3081,4014
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,SW1,1009,1194
2024-02,WEEKDAY,15,TRAIN,EW8/CC9,49498,42473
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,EW8/CC9,29910,30096
2024-02,WEEKDAY,12,TRAIN,EW10,8952,7527
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,EW10,6407,7056
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,CC6,5397,6543
2024-02,WEEKDAY,15,TRAIN,CC6,7218,10832
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,CC8,3910,3910
2024-02,WEEKDAY,15,TRAIN,CC8,13495,8593
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,SW5,1533,2995
2024-02,WEEKDAY,22,TRAIN,SW5,2910,6620
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,DT29,1374,4568
2024-02,WEEKDAY,21,TRAIN,DT29,2471,10868
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,DT22,3253,4938
2024-02,WEEKDAY,9,TRAIN,DT22,10781,9929
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,DT10/TE11,3898,2118
2024-02,WEEKDAY,10,TRAIN,DT10/TE11,8089,3574
2024-02,WEEKDAY,22,TRAIN,NE1/CC29,58276,12024
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,NE1/CC29,34435,5842
2024-02,WEEKDAY,15,TRAIN,NS23,34714,32328
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,NS23,20770,21146
2024-02,WEEKDAY,7,TRAIN,TE14/NS22,13163,56373
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,TE14/NS22,3023,12640
2024-02,WEEKDAY,0,TRAIN,TE16,59,356
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,TE16,21,179
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,EW33,2378,1187
2024-02,WEEKDAY,14,TRAIN,EW33,2308,1948
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,NS7,5967,8041
2024-02,WEEKDAY,23,TRAIN,NS7,5652,17074
2024-02,WEEKDAY,13,TRAIN,TE1,5330,4272
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,TE1,1932,1071
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,SW2,1834,1208
2024-02,WEEKDAY,8,TRAIN,SW2,9213,2433
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,SW7,763,1294
2024-02,WEEKDAY,19,TRAIN,SW7,1597,5753
2024-02,WEEKDAY,18,TRAIN,CC8,19290,22666
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,CC8,4905,4804
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,EW27,14226,26186
2024-02,WEEKDAY,21,TRAIN,EW27,33255,53074
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,PE3,1411,3058
2024-02,WEEKDAY,20,TRAIN,PE3,3071,8931
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,NS21/DT11,28551,27678
2024-02,WEEKDAY,11,TRAIN,NS21/DT11,51995,45930
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,NS8,9041,8701
2024-02,WEEKDAY,18,TRAIN,NS8,30541,52266
2024-02,WEEKDAY,20,TRAIN,PW7,2175,4017
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,PW7,840,1552
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,CC27,1179,768
2024-02,WEEKDAY,19,TRAIN,CC27,21625,3387
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,EW32,2699,1222
2024-02,WEEKDAY,13,TRAIN,EW32,2191,1867
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,PE5,1494,2935
2024-02,WEEKDAY,19,TRAIN,PE5,3771,13701
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,CC7,1869,1592
2024-02,WEEKDAY,7,TRAIN,CC7,12854,17948
2024-02,WEEKDAY,5,TRAIN,SW5,3534,177
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,SW5,723,20
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,PE2,2554,2383
2024-02,WEEKDAY,13,TRAIN,PE2,9514,6010
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,NS24/NE6/CC1,20543,21201
2024-02,WEEKDAY,14,TRAIN,NS24/NE6/CC1,34505,32505
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,NE1/CC29,2284,7795
2024-02,WEEKDAY,6,TRAIN,NE1/CC29,6630,27921
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,NE17/PTC,14178,8155
2024-02,WEEKDAY,8,TRAIN,NE17/PTC,116289,23648
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,NE7/DT12,21434,21510
2024-02,WEEKDAY,15,TRAIN,NE7/DT12,27172,26485
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,PW1,168,927
2024-02,WEEKDAY,9,TRAIN,PW1,675,1825
2024-02,WEEKDAY,9,TRAIN,SW6,5594,1750
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,SW6,1958,745
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,BP8,636,703
2024-02,WEEKDAY,21,TRAIN,BP8,1435,1539
2024-02,WEEKDAY,6,TRAIN,DT5,12489,4487
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,DT5,1780,1012
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,CC21,5207,2759
2024-02,WEEKDAY,21,TRAIN,CC21,16415,6342
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,SW8,679,853
2024-02,WEEKDAY,19,TRAIN,SW8,1689,3479
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,DT22,7418,3988
2024-02,WEEKDAY,22,TRAIN,DT22,9372,8915
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,DT22,9404,4821
2024-02,WEEKDAY,21,TRAIN,DT22,11976,9913
2024-02,WEEKDAY,10,TRAIN,PE1,3987,1538
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,PE1,2085,854
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,CC3,3042,5129
2024-02,WEEKDAY,12,TRAIN,CC3,5018,8845
2024-02,WEEKDAY,22,TRAIN,EW21/CC22,19225,10234
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,EW21/CC22,6192,4464
2024-02,WEEKDAY,17,TRAIN,EW20,27341,17773
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,EW20,6264,5479
2024-02,WEEKDAY,0,TRAIN,TE22,225,57
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,TE22,11,28
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,BP10,1420,1684
2024-02,WEEKDAY,13,TRAIN,BP10,3082,3318
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,BP7,283,551
2024-02,WEEKDAY,18,TRAIN,BP7,1489,3274
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,DT7,1730,1359
2024-02,WEEKDAY,12,TRAIN,DT7,3133,3411
2024-02,WEEKDAY,21,TRAIN,SE5,1170,3525
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,SE5,400,1395
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,DT5,3233,3586
2024-02,WEEKDAY,7,TRAIN,DT5,30706,15533
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,CC7,2776,3284
2024-02,WEEKDAY,14,TRAIN,CC7,6397,6782
2024-02,WEEKDAY,19,TRAIN,TE22,2964,9709
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,TE22,4008,8693
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,TE18,6075,5407
2024-02,WEEKDAY,13,TRAIN,TE18,13685,9574
2024-02,WEEKDAY,6,TRAIN,NS7,52145,16060
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,NS7,13955,6525
2024-02,WEEKDAY,5,TRAIN,CC4/DT15,130,257
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,CC4/DT15,49,15
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,SE5,1075,1270
2024-02,WEEKDAY,14,TRAIN,SE5,3376,2936
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,CC25,2742,2287
2024-02,WEEKDAY,14,TRAIN,CC25,4532,5145
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,DT6,796,2154
2024-02,WEEKDAY,22,TRAIN,DT6,4900,4775
2024-02,WEEKDAY,18,TRAIN,SW2,5871,9762
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,SW2,2486,2117
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,DT18,2667,3850
2024-02,WEEKDAY,18,TRAIN,DT18,87054,17881
2024-02,WEEKDAY,5,TRAIN,PW1,8,42
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,PW1,0,10
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,DT7,221,329
2024-02,WEEKDAY,6,TRAIN,DT7,2509,3047
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,DT2,1556,384
2024-02,WEEKDAY,10,TRAIN,DT2,2540,786
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,DT29,2951,2831
2024-02,WEEKDAY,16,TRAIN,DT29,4890,8018
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,EW5,9652,16653
2024-02,WEEKDAY,21,TRAIN,EW5,20756,40153
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,PW5,2304,718
2024-02,WEEKDAY,9,TRAIN,PW5,3361,1561
2024-02,WEEKDAY,9,TRAIN,PW3,1813,1394
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,PW3,842,367
2024-02,WEEKDAY,22,TRAIN,PE3,1208,5149
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,PE3,630,2402
2024-02,WEEKDAY,15,TRAIN,CC7,7289,6979
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,CC7,2813,3430
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,PE4,88,6
2024-02,WEEKDAY,5,TRAIN,PE4,655,172
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,DT22,208,263
2024-02,WEEKDAY,0,TRAIN,DT22,329,700
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,CE1/DT16,21816,33176
2024-02,WEEKDAY,13,TRAIN,CE1/DT16,28086,42084
2024-02,WEEKDAY,23,TRAIN,PE5,293,3286
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,PE5,245,1428
2024-02,WEEKDAY,9,TRAIN,NE1/CC29,19763,97728
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,NE1/CC29,7188,29456
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,EW28,3874,13587
2024-02,WEEKDAY,22,TRAIN,EW28,10761,25585
2024-02,WEEKDAY,22,TRAIN,EW29,4332,3651
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,EW29,2037,4467
2024-02,WEEKDAY,12,TRAIN,NE10,16355,11395
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,NE10,9217,6280
2024-02,WEEKDAY,21,TRAIN,TE4,3426,3820
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,TE4,1858,1740
2024-02,WEEKDAY,20,TRAIN,CC5,5086,3852
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,CC5,2660,1751
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,DT23,1182,1254
2024-02,WEEKDAY,21,TRAIN,DT23,3837,3052
2024-02,WEEKDAY,6,TRAIN,DT33,29202,8606
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,DT33,3386,1125
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,TE5,2322,2345
2024-02,WEEKDAY,17,TRAIN,TE5,5980,7171
2024-02,WEEKDAY,14,TRAIN,NE8,27844,27646
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,NE8,20201,22078
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,SW4,1056,1191
2024-02,WEEKDAY,14,TRAIN,SW4,1563,3705
2024-02,WEEKDAY,21,TRAIN,SW4,721,3433
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,SW4,475,1312
2024-02,WEEKDAY,12,TRAIN,SE3,3009,1986
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,SE3,1781,1294
2024-02,WEEKDAY,23,TRAIN,CC14,730,2585
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,CC14,451,1045
2024-02,WEEKDAY,16,TRAIN,PE3,6741,8419
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,PE3,2733,2680
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,PW4,2733,3121
2024-02,WEEKDAY,19,TRAIN,PW4,4701,11531
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,DT24,876,2810
2024-02,WEEKDAY,22,TRAIN,DT24,1875,6264
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,NS17/CC15,20242,20904
2024-02,WEEKDAY,16,TRAIN,NS17/CC15,47026,49410
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,TE19,484,1076
2024-02,WEEKDAY,9,TRAIN,TE19,1752,44138
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,CC7,3588,2666
2024-02,WEEKDAY,12,TRAIN,CC7,8361,5572
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,DT34,3166,1966
2024-02,WEEKDAY,17,TRAIN,DT34,15251,5768
2024-02,WEEKDAY,14,TRAIN,NS10,28580,28970
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,NS10,16042,13652
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,EW7,77,627
2024-02,WEEKDAY,0,TRAIN,EW7,158,1165
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,DT24,2268,2491
2024-02,WEEKDAY,17,TRAIN,DT24,9964,8823
2024-02,WEEKDAY,7,TRAIN,DT29,26852,7183
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,DT29,2733,932
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,DT27,2758,2685
2024-02,WEEKDAY,8,TRAIN,DT27,18069,30477
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,EW30,1126,367
2024-02,WEEKDAY,10,TRAIN,EW30,1373,1354
2024-02,WEEKDAY,15,TRAIN,NE16/STC,39809,51359
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,NE16/STC,20467,21180
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,TE14/NS22,209,356
2024-02,WEEKDAY,0,TRAIN,TE14/NS22,441,630
2024-02,WEEKDAY,10,TRAIN,CC12,6741,2979
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,CC12,3414,1693
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,SE2,3234,1196
2024-02,WEEKDAY,9,TRAIN,SE2,8930,2629
2024-02,WEEKDAY,9,TRAIN,EW28,32186,23698
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,EW28,13118,5033
2024-02,WEEKDAY,0,TRAIN,CC25,61,302
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,CC25,17,123
2024-02,WEEKDAY,0,TRAIN,DT5,133,1626
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,DT5,53,675
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,SE2,2846,2483
2024-02,WEEKDAY,17,TRAIN,SE2,5343,9493
