YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-02,WEEKDAY,9,TRAIN,TE12,3957,10195
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,TE12,991,2213
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,NE13,543,119
2024-02,WEEKDAY,5,TRAIN,NE13,3735,675
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,EW24/NS1,13726,20322
2024-02,WEEKDAY,9,TRAIN,EW24/NS1,34903,81919
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,DT18,2325,3591
2024-02,WEEKDAY,11,TRAIN,DT18,11812,16923
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,DT21,3583,4181
2024-02,WEEKDAY,14,TRAIN,DT21,6825,7424
2024-02,WEEKDAY,6,TRAIN,NS17/CC15,36317,24917
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,NS17/CC15,4729,2977
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,DT22,7596,10364
2024-02,WEEKDAY,18,TRAIN,DT22,13965,24926
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,TE18,5531,4657
2024-02,WEEKDAY,17,TRAIN,TE18,15646,9112
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,EW9,12032,15870
2024-02,WEEKDAY,19,TRAIN,EW9,23225,49666
2024-02,WEEKDAY,9,TRAIN,NS27/CE2/TE20,1309,22935
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,NS27/CE2/TE20,630,1152
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,TE1,2077,2207
2024-02,WEEKDAY,17,TRAIN,TE1,18073,3694
2024-02,WEEKDAY,11,TRAIN,DT30,7536,2804
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,DT30,4750,1934
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,NS8,2126,337
2024-02,WEEKDAY,5,TRAIN,NS8,13231,2100
2024-02,WEEKDAY,14,TRAIN,EW9,18272,15704
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,EW9,11895,10759
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,DT34,1456,1060
2024-02,WEEKDAY,8,TRAIN,DT34,12732,12530
2024-02,WEEKDAY,15,TRAIN,TE4,3928,3278
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,TE4,2473,1579
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,NE12/CC13,4938,11977
2024-02,WEEKDAY,23,TRAIN,NE12/CC13,9580,27452
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,NS3,5848,1804
2024-02,WEEKDAY,6,TRAIN,NS3,42462,9634
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,CG2,15120,9845
2024-02,WEEKDAY,20,TRAIN,CG2,24980,18510
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,CC2,244,910
2024-02,WEEKDAY,7,TRAIN,CC2,971,7749
2024-02,WEEKDAY,10,TRAIN,EW8/CC9,23924,46734
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,EW8/CC9,18472,39273
2024-02,WEEKDAY,12,TRAIN,NS28,1545,2631
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,NS28,3725,3805
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,SE4,170,888
2024-02,WEEKDAY,23,TRAIN,SE4,236,2043
2024-02,WEEKDAY,13,TRAIN,EW20,11697,10573
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,EW20,6344,5031
2024-02,WEEKDAY,18,TRAIN,BP11,3460,10137
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,BP11,1281,1494
2024-02,WEEKDAY,13,TRAIN,NS15,19839,17339
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,NS15,6000,4760
2024-02,WEEKDAY,21,TRAIN,TE19,7114,1472
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,TE19,1494,902
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,EW19,2217,1197
2024-02,WEEKDAY,6,TRAIN,EW19,19135,7657
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,CC14,1251,2250
2024-02,WEEKDAY,22,TRAIN,CC14,2816,5695
2024-02,WEEKDAY,20,TRAIN,CC16,5773,7526
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,CC16,1605,2559
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,CC16,2329,2842
2024-02,WEEKDAY,8,TRAIN,CC16,18202,21363
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,NS5,8750,14948
2024-02,WEEKDAY,19,TRAIN,NS5,21199,71809
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,NS23,22670,7122
2024-02,WEEKDAY,21,TRAIN,NS23,61164,14516
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,EW2/DT32,7037,3706
2024-02,WEEKDAY,6,TRAIN,EW2/DT32,53106,24571
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,NS2,4663,11498
2024-02,WEEKDAY,22,TRAIN,NS2,10153,25158
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,NS11,20955,8210
2024-02,WEEKDAY,9,TRAIN,NS11,52147,19307
2024-02,WEEKDAY,14,TRAIN,DT31,5604,6613
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,DT31,3233,3489
2024-02,WEEKDAY,22,TRAIN,NE17/PTC,16685,35226
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,NE17/PTC,8944,16036
2024-02,WEEKDAY,6,TRAIN,TE8,5626,2540
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,TE8,566,658
2024-02,WEEKDAY,12,TRAIN,NE7/DT12,39805,36144
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,NE7/DT12,19975,29511
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,PE4,718,420
2024-02,WEEKDAY,8,TRAIN,PE4,3491,1502
2024-02,WEEKDAY,15,TRAIN,DT34,4273,4037
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,DT34,2028,1891
2024-02,WEEKDAY,23,TRAIN,TE1,336,1307
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,TE1,203,1275
2024-02,WEEKDAY,6,TRAIN,NS8,46474,11345
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,NS8,6428,2322
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,SW6,15,228
2024-02,WEEKDAY,0,TRAIN,SW6,14,542
2024-02,WEEKDAY,16,TRAIN,NE8,28954,32253
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,NE8,21898,25853
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,EW9,11529,9844
2024-02,WEEKDAY,11,TRAIN,EW9,15884,12039
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,DT31,3899,2211
2024-02,WEEKDAY,11,TRAIN,DT31,6665,3984
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,EW6,5122,6185
2024-02,WEEKDAY,16,TRAIN,EW6,9361,14410
2024-02,WEEKDAY,15,TRAIN,NE11,17490,14242
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,NE11,6659,6157
2024-02,WEEKDAY,10,TRAIN,SE5,3092,1206
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,SE5,1643,646
2024-02,WEEKDAY,16,TRAIN,BP6/DT1,32403,48107
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,BP6/DT1,18641,19721
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,CC24,4189,3065
2024-02,WEEKDAY,14,TRAIN,CC24,23652,21499
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,NS18,4852,1931
2024-02,WEEKDAY,7,TRAIN,NS18,33579,15798
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,NE9,7154,9543
2024-02,WEEKDAY,20,TRAIN,NE9,18469,25044
2024-02,WEEKDAY,10,TRAIN,TE6,10865,3303
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,TE6,5535,2108
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,BP7,307,580
2024-02,WEEKDAY,17,TRAIN,BP7,1239,2105
2024-02,WEEKDAY,19,TRAIN,DT21,13921,9123
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,DT21,4075,2457
2024-02,WEEKDAY,18,TRAIN,PE6,8402,16437
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,PE6,2996,3182
2024-02,WEEKDAY,0,TRAIN,DT34,14,704
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,DT34,9,433
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,CC11,4912,4301
2024-02,WEEKDAY,20,TRAIN,CC11,21141,9347
2024-02,WEEKDAY,21,TRAIN,DT27,4928,8363
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,DT27,1746,4389
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,CE1/DT16,77478,13534
2024-02,WEEKDAY,21,TRAIN,CE1/DT16,94546,23041
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,EW29,7293,4930
2024-02,WEEKDAY,16,TRAIN,EW29,24025,5668
2024-02,WEEKDAY,8,TRAIN,TE12,5007,18254
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,TE12,706,2388
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,TE22,8503,4869
2024-02,WEEKDAY,20,TRAIN,TE22,7781,5192
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,DT20,1585,1140
2024-02,WEEKDAY,23,TRAIN,DT20,3644,2024
2024-02,WEEKDAY,16,TRAIN,EW15,40770,19247
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,EW15,9681,7461
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,EW32,2492,589
2024-02,WEEKDAY,9,TRAIN,EW32,1769,4252
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,NS7,13436,9303
2024-02,WEEKDAY,16,TRAIN,NS7,18561,24560
2024-02,WEEKDAY,23,TRAIN,NS15,3909,5600
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,NS15,1375,2744
2024-02,WEEKDAY,9,TRAIN,TE15,7632,12395
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,TE15,2365,4343
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,EW26,4340,16535
2024-02,WEEKDAY,22,TRAIN,EW26,7527,36003
2024-02,WEEKDAY,12,TRAIN,NE5,11386,14113
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,NE5,4377,6382
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,TE13,2618,1863
2024-02,WEEKDAY,11,TRAIN,TE13,3974,3844
2024-02,WEEKDAY,10,TRAIN,NE4/DT19,29869,68516
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,NE4/DT19,14748,31009
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,NE7/DT12,26571,22180
2024-02,WEEKDAY,19,TRAIN,NE7/DT12,41535,43942
2024-02,WEEKDAY,19,TRAIN,DT3,5514,19365
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,DT3,2417,3973
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,NS2,12620,15156
2024-02,WEEKDAY,17,TRAIN,NS2,41312,53240
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,TE13,9,71
2024-02,WEEKDAY,0,TRAIN,TE13,24,132
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,TE18,5407,5610
2024-02,WEEKDAY,18,TRAIN,TE18,21756,15739
2024-02,WEEKDAY,23,TRAIN,EW30,144,574
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,EW30,76,689
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,SW7,1612,688
2024-02,WEEKDAY,10,TRAIN,SW7,3086,1261
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,PE5,2213,3084
2024-02,WEEKDAY,18,TRAIN,PE5,6091,13688
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,NE11,6934,6758
2024-02,WEEKDAY,13,TRAIN,NE11,13688,12645
2024-02,WEEKDAY,22,TRAIN,PW3,775,1353
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,PW3,237,844
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,TE12,1835,976
2024-02,WEEKDAY,18,TRAIN,TE12,9647,4511
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,SE3,606,1852
2024-02,WEEKDAY,20,TRAIN,SE3,1040,5759
2024-02,WEEKDAY,12,TRAIN,DT13,11925,17099
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,DT13,6150,6980
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,TE3,1475,3718
2024-02,WEEKDAY,20,TRAIN,TE3,3567,11504
2024-02,WEEKDAY,23,TRAIN,NS16,8594,28314
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,NS16,4248,13278
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,CC11,364,116
2024-02,WEEKDAY,5,TRAIN,CC11,1404,1140
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,TE13,1155,1778
2024-02,WEEKDAY,9,TRAIN,TE13,2997,7442
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,EW9,13739,15192
2024-02,WEEKDAY,17,TRAIN,EW9,31976,30109
2024-02,WEEKDAY,17,TRAIN,TE3,18935,12624
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,TE3,4613,3103
2024-02,WEEKDAY,22,TRAIN,CC10/DT26,7194,13050
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,CC10/DT26,2884,6147
2024-02,WEEKDAY,22,TRAIN,PE6,1783,4256
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,PE6,896,1932
2024-02,WEEKDAY,9,TRAIN,TE5,6255,2650
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,TE5,2141,927
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,NS27/CE2/TE20,1666,3503
2024-02,WEEKDAY,13,TRAIN,NS27/CE2/TE20,3619,7555
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,NS24/NE6/CC1,144,257
2024-02,WEEKDAY,0,TRAIN,NS24/NE6/CC1,452,458
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,BP9,961,794
2024-02,WEEKDAY,14,TRAIN,BP9,2362,1788
2024-02,WEEKDAY,19,TRAIN,EW24/NS1,126081,98991
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,EW24/NS1,41999,33033
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,NS23,11455,23027
2024-02,WEEKDAY,12,TRAIN,NS23,25232,45466
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,PE4,489,855
2024-02,WEEKDAY,21,TRAIN,PE4,898,2049
2024-02,WEEKDAY,13,TRAIN,NE4/DT19,85294,64430
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,NE4/DT19,32834,36592
2024-02,WEEKDAY,20,TRAIN,PE5,1959,9229
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,PE5,966,2715
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,TE13,1263,1063
2024-02,WEEKDAY,20,TRAIN,TE13,3655,2126
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,CC26,1156,943
2024-02,WEEKDAY,15,TRAIN,CC26,3332,2499
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,NS19,5795,14838
2024-02,WEEKDAY,22,TRAIN,NS19,14510,34814
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,NS8,5873,7626
2024-02,WEEKDAY,21,TRAIN,NS8,10605,20742
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,PE2,3266,1641
2024-02,WEEKDAY,11,TRAIN,PE2,5616,3010
2024-02,WEEKDAY,11,TRAIN,EW28,21847,13630
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,EW28,15660,6183
2024-02,WEEKDAY,10,TRAIN,EW14/NS26,19107,77915
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,EW14/NS26,5171,12425
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,CC4/DT15,8040,11562
2024-02,WEEKDAY,14,TRAIN,CC4/DT15,18948,19044
2024-02,WEEKDAY,7,TRAIN,EW3,38228,24268
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,EW3,4170,2753
2024-02,WEEKDAY,8,TRAIN,EW12/DT14,26227,111528
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,EW12/DT14,6723,13928
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,DT8,1186,1777
2024-02,WEEKDAY,19,TRAIN,DT8,7507,6370
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,NE9,12318,7827
2024-02,WEEKDAY,11,TRAIN,NE9,24102,15245
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,CC17/TE9,1636,2016
2024-02,WEEKDAY,19,TRAIN,CC17/TE9,7743,10634
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,DT30,3764,1566
2024-02,WEEKDAY,8,TRAIN,DT30,36434,4620
2024-02,WEEKDAY,18,TRAIN,PW5,3003,6940
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,PW5,1715,2994
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,PE5,2507,2471
2024-02,WEEKDAY,17,TRAIN,PE5,6745,9502
2024-02,WEEKDAY,16,TRAIN,DT33,14338,17920
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,DT33,7254,6517
2024-02,WEEKDAY,9,TRAIN,PW4,5825,3329
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,PW4,2297,1401
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,BP12,510,707
2024-02,WEEKDAY,21,TRAIN,BP12,858,2137
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,EW16/NE3/TE17,6020,5612
2024-02,WEEKDAY,22,TRAIN,EW16/NE3/TE17,18537,11197
2024-02,WEEKDAY,7,TRAIN,SW2,12314,3631
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,SW2,1013,530
2024-02,WEEKDAY,18,TRAIN,CC21,13725,29976
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,CC21,5222,5747
2024-02,WEEKDAY,7,TRAIN,DT6,11668,17259
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,DT6,989,1664
2024-02,WEEKDAY,22,TRAIN,BP12,503,1671
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,BP12,370,670
2024-02,WEEKDAY,6,TRAIN,NS16,55278,31333
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,NS16,10104,5019
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,NS10,18425,13712
2024-02,WEEKDAY,13,TRAIN,NS10,31153,26494
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,DT8,1452,1213
2024-02,WEEKDAY,8,TRAIN,DT8,8534,12683
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,CC14,1230,2960
2024-02,WEEKDAY,21,TRAIN,CC14,2913,7457
2024-02,WEEKDAY,13,TRAIN,NE10,16562,14822
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,NE10,7760,6776
2024-02,WEEKDAY,5,TRAIN,EW31,814,1271
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,EW31,226,91
2024-02,WEEKDAY,23,TRAIN,BP9,88,750
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,BP9,48,340
2024-02,WEEKDAY,9,TRAIN,EW7,24632,14516
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,EW7,8280,5630
2024-02,WEEKDAY,5,TRAIN,BP12,2969,158
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,BP12,443,30
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,EW26,17887,6540
2024-02,WEEKDAY,10,TRAIN,EW26,31321,9506
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,TE18,182,464
2024-02,WEEKDAY,6,TRAIN,TE18,976,1923
2024-02,WEEKDAY,20,TRAIN,EW27,40828,70157
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,EW27,16891,28376
2024-02,WEEKDAY,15,TRAIN,NS21/DT11,52253,56489
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,NS21/DT11,27907,28945
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,EW3,7544,7958
2024-02,WEEKDAY,15,TRAIN,EW3,16818,18310
2024-02,WEEKDAY,13,TRAIN,CC27,3818,5767
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,CC27,821,860
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,DT21,4405,3672
2024-02,WEEKDAY,16,TRAIN,DT21,9208,7255
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,EW6,157,20
2024-02,WEEKDAY,5,TRAIN,EW6,991,190
2024-02,WEEKDAY,20,TRAIN,SW1,2341,2667
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,SW1,835,1035
2024-02,WEEKDAY,8,TRAIN,DT13,10180,18827
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,DT13,2522,3695
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,CC19/DT9,4596,6057
2024-02,WEEKDAY,11,TRAIN,CC19/DT9,6732,8884
2024-02,WEEKDAY,13,TRAIN,DT2,3249,1780
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,DT2,830,623
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,EW24/NS1,43662,22547
2024-02,WEEKDAY,20,TRAIN,EW24/NS1,110338,46232
2024-02,WEEKDAY,18,TRAIN,NS3,22981,58566
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,NS3,8634,10151
2024-02,WEEKDAY,23,TRAIN,DT18,7237,1155
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,DT18,2102,663
2024-02,WEEKDAY,23,TRAIN,CE1/DT16,44048,6550
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,CE1/DT16,26617,3540
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,TE3,4108,1728
2024-02,WEEKDAY,10,TRAIN,TE3,8450,2468
2024-02,WEEKDAY,9,TRAIN,SE1,6557,2171
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,SE1,2335,879
2024-02,WEEKDAY,9,TRAIN,DT3,15080,3232
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,DT3,4644,1773
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,PW4,3052,3490
2024-02,WEEKDAY,17,TRAIN,PW4,5970,8910
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,DT18,3094,2620
2024-02,WEEKDAY,14,TRAIN,DT18,12801,11312
2024-02,WEEKDAY,18,TRAIN,EW27,96183,147249
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,EW27,24218,32648
2024-02,WEEKDAY,21,TRAIN,TE1,3948,3026
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,TE1,832,2511
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,NS20,1436,1636
2024-02,WEEKDAY,23,TRAIN,NS20,3846,3387
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,BP11,1909,1150
2024-02,WEEKDAY,12,TRAIN,BP11,3155,2070
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,DT24,2156,1797
2024-02,WEEKDAY,13,TRAIN,DT24,4247,4113
2024-02,WEEKDAY,17,TRAIN,SW5,9971,13154
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,SW5,3754,4304
2024-02,WEEKDAY,17,TRAIN,CC28,3823,4852
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,CC28,1665,1663
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,DT29,30,393
2024-02,WEEKDAY,0,TRAIN,DT29,58,802
2024-02,WEEKDAY,22,TRAIN,CC24,10309,3446
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,CC24,1449,1583
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,TE1,652,2234
2024-02,WEEKDAY,22,TRAIN,TE1,2080,2270
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,DT30,436,2610
2024-02,WEEKDAY,23,TRAIN,DT30,636,6106
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,SE2,25,502
2024-02,WEEKDAY,0,TRAIN,SE2,63,928
2024-02,WEEKDAY,16,TRAIN,NS25/EW13,52175,42224
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,NS25/EW13,38693,34189
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,TE8,3056,4507
2024-02,WEEKDAY,9,TRAIN,TE8,9461,9086
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,BP8,646,559
2024-02,WEEKDAY,22,TRAIN,BP8,1410,1350
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,TE13,2276,1645
2024-02,WEEKDAY,13,TRAIN,TE13,3308,4599
2024-02,WEEKDAY,12,TRAIN,PW4,4544,4171
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,PW4,3117,2943
2024-02,WEEKDAY,17,TRAIN,TE19,30607,3512
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,TE19,1611,1107
2024-02,WEEKDAY,7,TRAIN,DT10/TE11,14502,27041
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,DT10/TE11,1556,1632
2024-02,WEEKDAY,18,TRAIN,DT34,16595,10549
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,DT34,3080,2040
2024-02,WEEKDAY,23,TRAIN,CC6,5869,913
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,CC6,2239,448
2024-02,WEEKDAY,17,TRAIN,NS13,65306,105730
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,NS13,24260,31418
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,CC8,4397,3258
2024-02,WEEKDAY,10,TRAIN,CC8,7984,5644
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,TE7,693,2011
2024-02,WEEKDAY,22,TRAIN,TE7,1467,5115
2024-02,WEEKDAY,13,TRAIN,SW8,2194,3608
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,SW8,1006,912
2024-02,WEEKDAY,12,TRAIN,EW22,13928,13979
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,EW22,2706,2163
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,TE13,2170,1651
2024-02,WEEKDAY,15,TRAIN,TE13,4152,3994
2024-02,WEEKDAY,21,TRAIN,NS2,15602,33263
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,NS2,6565,13479
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,TE8,4310,4129
2024-02,WEEKDAY,19,TRAIN,TE8,13078,18053
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,PE3,3834,2296
2024-02,WEEKDAY,11,TRAIN,PE3,6902,4621
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,NE8,7668,4972
2024-02,WEEKDAY,23,TRAIN,NE8,11070,9464
2024-02,WEEKDAY,5,TRAIN,NS18,3502,759
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,NS18,535,86
2024-02,WEEKDAY,8,TRAIN,DT28,28603,32868
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,DT28,4539,2738
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,DT20,1108,1902
2024-02,WEEKDAY,8,TRAIN,DT20,11458,14916
2024-02,WEEKDAY,6,TRAIN,DT30,12514,3587
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,DT30,1456,603
2024-02,WEEKDAY,15,TRAIN,CC21,13506,10352
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,CC21,5883,4408
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,EW22,2443,2726
